age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,capital-margin,capital-total,capital-margin-flag,workclass-occupation,race-sex,marital-status-relationship,workclass-education,occupation-education
31,5,323020,15,10,2,7,5,4,0,0,0,30,38,0,0,0,2,57,8,12,82,116
48,3,167159,8,11,4,0,4,4,1,0,0,40,38,0,0,0,2,26,9,20,44,8
28,5,125442,11,9,0,2,3,4,1,0,0,40,38,0,0,0,2,52,9,2,78,34
62,3,196891,9,13,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,45,48
59,5,195835,11,9,2,11,0,4,1,0,0,60,38,0,0,0,2,60,9,8,78,174
35,3,190023,1,7,4,6,1,4,1,0,0,40,38,0,0,0,2,31,9,17,37,86
49,5,155489,15,10,2,2,0,4,1,0,0,65,30,0,0,0,2,52,9,8,82,38
27,3,128730,8,11,4,3,1,4,1,10520,0,65,11,0,10520,10520,1,28,9,17,44,47
25,3,44363,11,9,4,5,1,4,1,0,0,35,38,0,0,0,2,30,9,17,47,81
46,3,188161,11,9,5,6,3,2,0,0,0,40,38,0,0,0,2,31,4,23,47,96
26,3,316337,15,10,2,6,0,0,1,0,0,40,38,0,0,0,2,31,1,8,51,100
44,3,151985,12,14,2,3,5,4,0,0,0,24,38,0,0,0,2,28,8,12,48,51
32,3,191777,8,11,4,3,1,2,0,0,0,35,8,0,0,0,2,28,4,17,44,47
30,1,247328,15,10,4,0,1,4,1,0,0,40,38,0,0,0,2,13,9,17,30,15
39,3,342768,15,10,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,51,208
55,5,189721,11,9,2,2,0,4,1,0,0,20,38,0,0,0,2,52,9,8,78,34
54,6,197184,9,13,2,3,0,4,1,0,0,38,38,0,0,0,2,65,9,8,92,48
50,4,145714,11,9,2,3,0,4,1,0,0,60,38,0,0,0,2,41,9,8,63,50
22,5,279802,15,10,4,9,3,4,0,0,0,3,38,0,0,0,2,58,8,19,82,147
21,3,189749,15,10,4,11,3,4,1,0,0,40,38,0,0,0,2,36,9,19,51,178
62,3,256723,15,10,0,4,1,4,1,0,0,40,38,0,0,0,2,29,9,0,51,70
37,6,26898,7,12,4,0,1,4,0,0,0,40,38,0,0,0,2,63,8,17,90,7
60,3,156889,15,10,0,0,1,4,0,0,0,40,38,0,0,0,2,26,8,0,51,15
34,3,185408,15,10,4,3,1,4,0,0,0,40,38,0,0,0,2,28,8,17,51,54
21,6,299153,15,10,4,0,3,4,0,0,0,15,38,0,0,0,2,63,8,19,98,15
37,4,126675,8,11,2,11,0,4,1,0,0,60,38,0,0,0,2,48,9,8,60,171
37,3,109133,11,9,2,6,0,4,1,0,0,40,31,0,0,0,2,31,9,8,47,96
24,3,306460,11,9,4,4,4,4,1,0,0,40,38,0,0,0,2,29,9,20,47,66
34,1,188245,11,9,4,9,4,2,0,0,0,35,38,0,0,0,2,20,4,20,26,143
22,3,197838,9,13,4,3,1,4,1,0,0,40,38,0,0,0,2,28,9,17,45,48
30,3,198183,8,11,4,9,1,4,0,0,0,40,38,0,0,0,2,34,8,17,44,140
34,0,23940,15,10,0,3,1,0,1,0,0,40,38,0,0,0,2,3,1,0,14,54
32,3,44675,10,16,2,9,0,4,1,0,0,65,38,0,0,0,2,34,9,8,46,142
30,3,162623,9,13,4,9,1,4,0,0,0,40,38,0,0,0,2,34,8,17,45,141
18,8,71076,11,9,4,14,3,4,1,0,0,40,38,0,0,0,2,84,9,19,114,220
22,3,369084,15,10,4,2,3,4,1,0,0,40,38,0,0,0,2,27,9,19,51,38
20,3,161092,15,10,4,5,3,4,1,0,0,40,38,0,0,0,2,30,9,19,51,84
53,5,302847,11,9,2,11,0,4,1,0,0,35,38,0,0,0,2,60,9,8,78,174
45,1,160187,11,9,3,0,4,2,0,0,0,40,38,0,0,0,2,13,4,16,26,11
30,3,293512,8,11,4,9,1,2,1,0,0,40,38,0,0,0,2,34,5,17,44,140
55,3,190508,15,10,2,13,0,2,1,0,0,35,38,0,0,0,2,38,5,8,51,208
30,3,192644,12,14,2,3,0,4,1,0,0,50,38,0,0,0,2,28,9,8,48,51
45,1,197332,9,13,4,3,1,4,1,0,0,40,38,0,0,0,2,15,9,17,24,48
19,3,301911,15,10,4,11,3,1,1,0,0,35,24,0,0,0,2,36,3,19,51,178
62,3,190273,11,9,4,10,1,4,1,0,0,40,38,0,0,0,2,35,9,17,47,159
25,3,367306,15,10,4,0,3,4,0,0,0,40,38,0,0,0,2,26,8,19,51,15
41,3,125831,11,9,2,2,0,4,1,0,2051,60,38,0,-2051,2051,0,27,9,8,47,34
33,3,93213,11,9,2,2,0,4,1,0,0,45,38,0,0,0,2,27,9,8,47,34
20,3,278391,15,10,4,0,3,4,1,0,0,25,26,0,0,0,2,26,9,19,51,15
25,3,76978,11,9,4,11,4,2,0,0,0,35,38,0,0,0,2,36,4,20,47,174
36,3,460437,6,5,0,11,1,4,0,0,0,40,38,0,0,0,2,36,8,0,42,169
36,3,376455,8,11,0,2,1,4,1,0,0,38,38,0,0,0,2,27,9,0,44,31
59,3,140569,15,10,5,11,1,4,1,14084,0,60,38,0,14084,14084,1,36,9,21,51,178
40,3,101272,11,9,0,0,1,4,0,0,0,32,38,0,0,0,2,26,8,0,47,11
47,0,326048,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,2,9,8,11,34
36,3,149653,11,9,0,7,4,4,0,0,0,40,38,0,0,0,2,32,8,3,47,112
59,3,32552,9,13,2,2,0,4,1,0,0,4,38,0,0,0,2,27,9,8,45,32
51,3,171275,5,4,0,7,1,3,1,0,0,40,28,0,0,0,2,32,7,0,41,106
51,3,155403,11,9,2,0,5,2,0,0,0,40,38,0,0,0,2,26,4,12,47,11
53,3,346754,15,10,2,3,5,4,0,0,0,40,38,0,0,0,2,28,8,12,51,54
25,3,247025,9,13,4,11,1,4,1,3325,0,48,38,0,3325,3325,1,36,9,17,45,172
54,4,175339,11,9,2,11,0,4,1,0,0,50,38,0,0,0,2,48,9,8,63,174
30,3,188146,11,9,2,6,0,4,1,5013,0,40,38,0,5013,5013,1,31,9,8,47,96
19,3,260265,11,9,4,0,3,4,1,0,0,50,38,0,0,0,2,26,9,19,47,11
31,1,33124,9,13,4,9,1,4,0,0,0,50,38,0,0,0,2,20,8,17,24,141
50,3,183173,11,9,2,9,0,4,1,99999,0,40,38,0,99999,99999,1,34,9,8,47,143
60,6,313946,11,9,2,7,0,4,1,0,0,40,38,0,0,0,2,69,9,8,94,112
49,8,178341,11,9,2,14,0,4,1,7688,0,50,38,0,7688,7688,1,84,9,8,114,220
17,3,96282,0,6,4,7,3,4,1,0,0,14,38,0,0,0,2,32,9,19,36,101
56,6,466498,8,11,2,2,0,2,1,0,0,60,38,0,0,0,2,64,5,8,91,31
19,8,93604,11,9,4,14,3,4,1,0,0,20,38,0,0,0,2,84,9,19,114,220
49,4,191681,15,10,2,3,0,4,1,0,0,50,38,0,0,0,2,41,9,8,66,54
26,3,289980,4,3,2,4,0,4,1,0,0,30,25,0,0,0,2,29,9,8,40,59
32,8,251120,15,10,4,14,2,4,1,0,0,40,38,0,0,0,2,84,9,18,118,224
54,3,308087,15,10,2,12,0,4,1,0,1977,18,38,0,-1977,1977,0,37,9,8,51,192
23,3,305609,7,12,4,9,1,4,0,0,0,52,38,0,0,0,2,34,8,17,43,139
85,3,188328,12,14,6,9,1,4,0,0,0,5,38,0,0,0,2,34,8,25,48,144
41,1,47858,9,13,2,10,0,4,1,0,0,40,38,0,0,0,2,21,9,8,24,157
28,3,153546,1,7,0,7,4,4,0,0,0,40,38,0,0,0,2,32,8,3,37,102
42,1,1125613,11,9,0,7,1,2,1,0,0,40,38,0,0,0,2,19,5,0,26,112
31,5,156890,5,4,2,2,0,4,1,0,0,40,38,0,0,0,2,52,9,8,72,28
46,5,176319,11,9,2,11,3,4,0,7298,0,40,38,0,7298,7298,1,60,8,11,78,174
25,3,198318,11,9,2,6,0,4,1,0,0,50,38,0,0,0,2,31,9,8,47,96
53,3,234721,1,7,2,5,0,2,1,0,0,40,38,0,0,0,2,30,5,8,37,72
27,3,126349,15,10,4,11,1,4,1,0,0,49,38,0,0,0,2,36,9,17,51,178
18,3,271935,11,9,4,6,3,4,0,0,0,40,38,0,0,0,2,31,8,19,47,96
32,6,443546,11,9,2,10,0,4,1,0,0,45,38,0,0,0,2,71,9,8,94,159
24,3,181820,15,10,4,0,3,4,1,0,0,40,38,0,0,0,2,26,9,19,51,15
23,3,257509,15,10,4,11,1,4,1,0,0,25,38,0,0,0,2,36,9,17,51,178
39,3,139743,11,9,5,0,1,4,0,0,0,20,38,0,0,0,2,26,8,21,47,11
21,3,129172,15,10,4,7,2,4,1,0,0,16,38,0,0,0,2,32,9,18,51,116
39,8,240226,11,9,2,14,0,2,1,0,0,40,38,0,0,0,2,84,5,8,114,220
27,3,604045,9,13,4,11,1,4,1,27828,0,40,38,0,27828,27828,1,36,9,17,45,172
22,3,238534,15,10,2,11,5,4,0,0,0,20,32,0,0,0,2,36,8,12,51,178
30,3,55481,12,14,4,12,4,4,1,0,0,45,26,0,0,0,2,37,9,20,48,190
19,8,140399,15,10,4,14,2,4,0,0,0,30,38,0,0,0,2,84,8,18,118,224
33,3,91666,2,8,0,3,1,4,1,0,0,40,38,0,0,0,2,28,9,0,38,41
29,3,108574,12,14,4,9,1,4,0,0,0,40,38,0,0,0,2,34,8,17,48,144
51,3,192386,8,11,0,2,1,4,1,6849,0,40,38,0,6849,6849,1,27,9,0,44,31
27,8,133359,9,13,3,14,1,4,1,0,0,50,39,0,0,0,2,84,9,13,112,218
36,3,285865,7,12,5,7,4,2,0,0,0,32,38,0,0,0,2,32,4,24,43,108
20,3,163205,15,10,5,7,3,4,0,0,0,30,38,0,0,0,2,32,8,23,51,116
24,3,306779,8,11,4,3,3,4,1,0,0,35,38,0,0,0,2,28,9,19,44,47
66,3,114447,8,11,6,9,1,4,0,0,0,35,38,0,0,0,2,34,8,25,44,140
21,3,275190,15,10,4,11,3,4,0,0,0,20,38,0,0,0,2,36,8,19,51,178
31,3,226443,14,15,2,9,0,4,1,0,1977,70,38,0,-1977,1977,0,34,9,8,50,146
72,5,28865,5,4,2,13,0,4,1,0,0,14,38,0,0,0,2,62,9,8,72,198
53,1,99064,6,5,2,2,0,4,1,0,0,40,38,0,0,0,2,14,9,8,21,29
18,3,452452,0,6,4,8,3,2,0,0,0,20,38,0,0,0,2,33,4,19,36,117
21,3,77572,11,9,4,5,1,1,0,0,0,34,34,0,0,0,2,30,2,17,47,81
25,3,509866,11,9,4,13,1,4,1,0,0,78,38,0,0,0,2,38,9,17,47,204
39,3,75891,9,13,0,12,4,4,0,0,0,40,38,0,0,0,2,37,8,3,45,187
17,3,368700,1,7,4,11,3,4,1,0,0,28,38,0,0,0,2,36,9,19,37,164
42,3,108502,11,9,0,11,1,4,0,0,0,42,38,0,0,0,2,36,8,0,47,174
58,4,78104,11,9,2,3,0,4,1,0,0,45,38,0,0,0,2,41,9,8,63,50
28,3,180313,9,13,4,0,1,4,0,0,0,40,38,0,0,0,2,26,8,17,45,9
20,3,186830,11,9,4,13,2,2,1,0,0,45,38,0,0,0,2,38,5,18,47,204
37,3,167735,8,11,2,2,0,4,1,0,1887,40,38,0,-1887,1887,0,27,9,8,44,31
19,3,269991,11,9,4,7,3,4,1,0,0,40,32,0,0,0,2,32,9,19,47,112
57,8,199114,0,6,5,14,1,4,1,0,0,30,38,0,0,0,2,84,9,21,103,209
49,3,121602,9,13,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,45,48
26,3,192262,11,9,2,7,0,4,1,0,0,40,38,0,0,0,2,32,9,8,47,112
23,3,233280,9,13,0,0,1,4,0,8614,0,70,38,0,8614,8614,1,26,8,0,45,9
65,5,145628,0,6,2,2,0,4,1,0,0,40,38,0,0,0,2,52,9,8,67,23
48,5,370119,15,10,2,3,0,4,1,0,0,40,38,0,0,0,2,53,9,8,82,54
34,3,113751,1,7,0,11,3,2,0,0,0,37,38,0,0,0,2,36,4,2,37,164
30,3,325509,11,9,2,2,0,4,1,0,0,35,38,0,0,0,2,27,9,8,47,34
67,3,318533,11,9,2,0,0,4,1,0,0,35,38,0,0,0,2,26,9,8,47,11
53,3,141388,1,7,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,37,24
38,1,256864,8,11,2,3,0,4,1,0,0,40,38,0,0,0,2,15,9,8,23,47
46,0,269890,9,13,2,3,0,2,1,0,0,40,38,0,0,0,2,3,5,8,9,48
33,3,162930,9,13,2,9,0,4,1,0,0,50,21,0,0,0,2,34,9,8,45,141
33,6,119628,10,16,2,9,0,1,1,0,0,50,16,0,0,0,2,70,3,8,93,142
44,3,174283,9,13,2,11,0,4,1,0,0,50,38,0,0,0,2,36,9,8,45,172
44,6,321824,11,9,2,10,0,4,1,0,0,38,38,0,0,0,2,71,9,8,94,159
40,3,61287,15,10,2,12,0,4,1,0,0,40,38,0,0,0,2,37,9,8,51,192
35,3,188391,9,13,2,3,0,4,1,0,0,55,38,0,0,0,2,28,9,8,45,48
41,3,107306,11,9,4,3,1,4,1,2174,0,40,38,0,2174,2174,1,28,9,17,47,50
28,3,192010,9,13,2,7,5,4,0,0,0,35,38,0,0,0,2,32,8,12,45,110
27,3,189565,15,10,4,12,1,4,1,0,0,40,38,0,0,0,2,37,9,17,51,192
47,3,22900,11,9,0,7,1,4,0,0,0,40,38,0,0,0,2,32,8,0,47,112
59,0,48102,12,14,4,9,1,4,0,0,0,40,39,0,0,0,2,8,8,17,12,144
42,0,32627,15,10,2,2,0,4,1,7688,0,45,38,0,7688,7688,1,2,9,8,14,38
40,3,175642,9,13,4,9,1,4,0,0,0,60,38,0,0,0,2,34,8,17,45,141
37,3,99357,7,12,4,7,1,4,0,0,0,30,38,0,0,0,2,32,8,17,43,108
42,3,63596,11,9,0,7,1,4,0,0,0,30,38,0,0,0,2,32,8,0,47,112
30,3,44419,15,10,4,12,4,4,0,0,0,40,38,0,0,0,2,37,8,20,51,192
32,3,118161,11,9,2,10,0,4,1,0,0,40,38,0,0,0,2,35,9,8,47,159
34,3,137616,6,5,4,11,4,2,0,0,0,35,38,0,0,0,2,36,4,20,42,169
19,8,46400,15,10,4,14,1,4,0,0,0,24,38,0,0,0,2,84,8,17,118,224
34,8,144194,8,11,2,14,0,4,1,0,0,35,38,0,0,0,2,84,9,8,111,217
46,3,128796,9,13,2,3,0,4,1,0,0,44,38,0,0,0,2,28,9,8,45,48
35,3,178322,8,11,2,11,0,4,1,0,0,50,10,0,0,0,2,36,9,8,44,171
23,3,53245,6,5,5,7,1,4,1,0,0,40,38,0,0,0,2,32,9,21,42,107
47,5,213668,14,15,2,9,0,4,1,0,1977,50,38,0,-1977,1977,0,58,9,8,81,146
36,3,382859,7,12,2,3,0,4,1,0,0,43,38,0,0,0,2,28,9,8,43,46
55,1,254949,11,9,2,5,0,4,1,0,0,40,38,0,0,0,2,17,9,8,26,81
26,3,110103,11,9,4,7,1,4,0,0,1762,40,38,0,-1762,1762,0,32,8,17,47,112
36,3,223433,12,14,2,11,0,4,1,7688,0,50,38,0,7688,7688,1,36,9,8,48,175
37,1,347491,7,12,2,2,0,4,1,0,0,40,38,0,0,0,2,14,9,8,22,30
30,3,259058,12,14,0,9,4,4,1,0,1726,40,38,0,-1726,1726,0,34,9,3,48,144
19,3,236879,15,10,4,3,3,4,0,0,0,35,38,0,0,0,2,28,8,19,51,54
24,3,187031,12,14,4,11,4,2,0,0,0,38,38,0,0,0,2,36,4,20,48,175
29,3,253801,11,9,4,2,2,4,1,0,0,40,38,0,0,0,2,27,9,18,47,34
56,3,392160,11,9,6,11,4,4,0,0,0,25,25,0,0,0,2,36,8,28,47,174
22,3,147397,15,10,4,11,1,4,1,0,0,44,38,0,0,0,2,36,9,17,51,178
44,3,160829,9,13,2,12,5,4,0,0,0,20,38,0,0,0,2,37,8,12,45,187
84,3,241065,12,14,4,9,1,4,1,0,0,66,38,0,0,0,2,34,9,17,48,144
35,3,77146,8,11,0,3,1,4,1,0,0,45,38,0,0,0,2,28,9,0,44,47
22,3,109815,15,10,4,0,1,4,0,0,0,40,38,0,0,0,2,26,8,17,51,15
33,3,133503,11,9,2,10,0,4,1,2635,0,16,38,0,2635,2635,1,35,9,8,47,159
55,6,175127,9,13,2,0,0,4,1,7688,0,38,38,0,7688,7688,1,63,9,8,92,9
41,5,27305,11,9,2,4,0,4,1,7688,0,40,38,0,7688,7688,1,54,9,8,78,66
45,3,295046,11,9,2,11,0,4,1,0,0,60,38,0,0,0,2,36,9,8,47,174
61,8,113544,9,13,2,14,0,4,1,0,0,55,38,0,0,0,2,84,9,8,112,218
48,3,196107,11,9,0,0,1,4,0,0,0,30,38,0,0,0,2,26,8,0,47,11
49,1,337768,12,14,2,3,0,4,1,0,0,50,38,0,0,0,2,15,9,8,27,51
46,0,119890,8,11,5,12,1,3,0,0,0,30,38,0,0,0,2,11,6,21,8,186
49,3,164200,15,10,2,9,0,4,1,0,0,40,38,0,0,0,2,34,9,8,51,147
22,3,173004,11,9,4,6,2,2,1,0,0,1,38,0,0,0,2,31,5,18,47,96
39,4,33975,11,9,2,2,0,4,1,0,0,50,38,0,0,0,2,40,9,8,63,34
51,3,133069,0,6,6,11,4,4,0,0,0,40,38,0,0,0,2,36,8,28,36,163
40,5,117721,11,9,2,4,0,4,1,0,0,60,38,0,0,0,2,54,9,8,78,66
45,4,120131,5,4,2,3,0,4,1,0,0,52,39,0,0,0,2,41,9,8,57,44
26,3,142760,8,11,4,11,1,2,1,0,0,50,38,0,0,0,2,36,5,17,44,171
34,3,347166,10,16,4,9,1,4,1,0,0,50,38,0,0,0,2,34,9,17,46,142
25,3,73895,11,9,4,7,3,4,0,0,0,10,38,0,0,0,2,32,8,19,47,112
55,3,289257,15,10,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,51,38
24,3,57711,12,14,2,9,5,4,0,0,0,35,38,0,0,0,2,34,8,12,48,144
20,8,244689,15,10,4,14,1,4,0,0,0,25,38,0,0,0,2,84,8,17,118,224
27,1,289039,15,10,4,10,4,1,0,0,0,40,38,0,0,0,2,21,2,20,30,162
51,3,25031,15,10,2,3,5,4,0,0,0,10,38,0,0,0,2,28,8,12,51,54
25,3,364631,11,9,4,11,3,4,0,0,0,40,25,0,0,0,2,36,8,19,47,174
60,3,198170,9,13,2,3,0,4,1,0,0,45,38,0,0,0,2,28,9,8,45,48
54,3,192226,9,13,2,3,0,4,1,0,0,55,38,0,0,0,2,28,9,8,45,48
27,3,269444,11,9,0,5,1,4,1,0,0,40,38,0,0,0,2,30,9,0,47,81
23,3,155818,9,13,4,0,3,4,0,0,0,40,38,0,0,0,2,26,8,19,45,9
56,1,38573,7,12,2,12,0,4,1,0,0,45,38,0,0,0,2,23,9,8,22,185
29,3,121040,8,11,5,0,4,2,0,0,0,40,38,0,0,0,2,26,4,24,44,8
24,3,278391,11,9,4,0,4,4,1,0,0,50,38,0,0,0,2,26,9,20,47,11
27,6,261278,14,15,4,9,1,2,0,0,0,80,39,0,0,0,2,70,4,17,97,146
20,3,281356,11,9,2,5,0,3,1,0,0,40,38,0,0,0,2,30,7,8,47,81
37,3,280464,15,10,2,3,0,2,1,0,0,80,38,0,0,0,2,28,5,8,51,54
27,3,394927,11,9,4,2,3,4,1,0,0,40,38,0,0,0,2,27,9,19,47,34
65,3,88513,11,9,2,11,0,4,1,0,0,18,38,0,0,0,2,36,9,8,47,174
17,8,54978,5,4,4,14,3,4,0,0,0,15,38,0,0,0,2,84,8,19,108,214
39,3,343476,11,9,2,2,0,4,1,0,0,30,38,0,0,0,2,27,9,8,47,34
47,3,298037,8,11,0,9,4,4,0,0,0,44,38,0,0,0,2,34,8,3,44,140
69,1,61958,11,9,2,2,0,4,1,1424,0,6,38,0,1424,1424,1,14,9,8,26,34
42,5,93853,15,10,2,2,0,4,1,0,0,45,38,0,0,0,2,52,9,8,82,38
29,8,297054,11,9,0,14,1,4,1,0,0,40,38,0,0,0,2,84,9,0,114,220
31,0,386331,11,9,2,0,0,2,1,0,0,50,38,0,0,0,2,0,5,8,11,11
25,3,240676,15,10,0,12,3,4,0,0,0,40,38,0,0,0,2,37,8,2,51,192
33,3,100294,11,9,5,2,1,4,1,0,0,50,38,0,0,0,2,27,9,21,47,34
31,3,339482,3,2,2,6,0,4,1,0,0,40,25,0,0,0,2,31,9,8,39,88
42,3,57600,11,9,0,9,1,4,0,0,0,45,38,0,0,0,2,34,8,0,47,143
37,4,190759,15,10,2,11,0,4,1,0,0,60,38,0,0,0,2,48,9,8,66,178
25,3,96862,11,9,4,0,3,4,0,2174,0,40,38,0,2174,2174,1,26,8,19,47,11
48,0,102359,9,13,2,3,0,4,1,7688,0,40,38,0,7688,7688,1,3,9,8,9,48
67,3,229709,11,9,6,11,1,4,0,0,0,40,38,0,0,0,2,36,8,25,47,174
21,3,202373,15,10,2,5,0,2,1,0,0,40,38,0,0,0,2,30,5,8,51,84
36,3,160035,15,10,2,3,0,4,1,0,0,55,38,0,0,0,2,28,9,8,51,54
40,1,233891,11,9,4,0,4,2,0,0,0,35,38,0,0,0,2,13,4,20,26,11
58,3,256274,11,9,0,0,1,4,0,0,0,40,38,0,0,0,2,26,8,0,47,11
38,3,617898,9,13,2,4,0,4,1,0,0,50,38,0,0,0,2,29,9,8,45,64
36,6,168894,8,11,3,10,3,4,0,0,0,40,10,0,0,0,2,71,8,15,91,156
41,3,168071,9,13,2,3,0,4,1,7298,0,50,38,0,7298,7298,1,28,9,8,45,48
46,5,32825,11,9,5,2,4,4,1,0,0,40,38,0,0,0,2,52,9,24,78,34
22,6,311512,15,10,2,7,0,2,1,0,0,15,38,0,0,0,2,69,5,8,98,116
39,3,190719,15,10,0,11,1,4,1,0,0,45,38,0,0,0,2,36,9,0,51,178
36,6,135874,9,13,2,11,0,4,1,0,0,40,38,0,0,0,2,72,9,8,92,172
32,3,237478,1,7,0,6,4,4,0,0,0,40,38,0,0,0,2,31,8,3,37,86
35,3,170195,15,10,2,12,0,4,1,0,0,40,38,0,0,0,2,37,9,8,51,192
56,3,220187,15,10,2,12,0,4,1,0,0,45,38,0,0,0,2,37,9,8,51,192
55,3,250149,15,10,2,9,0,4,1,0,0,40,38,0,0,0,2,34,9,8,51,147
44,3,173382,7,12,0,12,4,4,0,0,0,40,38,0,0,0,2,37,8,3,43,185
39,4,188069,8,11,2,3,0,4,1,0,0,60,38,0,0,0,2,41,9,8,60,47
38,3,160192,11,9,2,2,0,4,1,0,2051,44,38,0,-2051,2051,0,27,9,8,47,34
21,8,228960,15,10,4,14,3,4,0,0,0,20,38,0,0,0,2,84,8,19,118,224
19,3,389755,11,9,4,5,3,4,1,0,0,16,38,0,0,0,2,30,9,19,47,81
40,5,240698,11,9,2,2,0,4,1,0,0,60,38,0,0,0,2,52,9,8,78,34
27,3,161155,0,6,4,7,1,4,1,0,0,40,38,0,0,0,2,32,9,17,36,101
33,3,112941,11,9,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,47,96
52,3,110563,15,10,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,51,54
23,8,184699,11,9,4,14,4,2,0,0,0,40,38,0,0,0,2,84,4,20,114,220
23,4,295254,11,9,4,0,1,4,0,0,0,40,38,0,0,0,2,39,8,17,63,11
51,3,94432,11,9,2,9,0,4,1,0,0,40,38,0,0,0,2,34,9,8,47,143
38,0,261241,15,10,2,0,0,4,1,0,0,45,38,0,0,0,2,0,9,8,14,15
35,5,188563,11,9,0,4,3,4,1,0,0,50,38,0,0,0,2,54,9,2,78,66
22,8,125040,15,10,4,14,3,4,1,0,0,40,38,0,0,0,2,84,9,19,118,224
37,3,110013,8,11,0,11,1,4,0,0,0,40,38,0,0,0,2,36,8,0,44,171
24,3,163053,9,13,4,11,1,4,0,0,0,40,38,0,0,0,2,36,8,17,45,172
63,8,301611,11,9,2,14,0,4,1,0,0,20,38,0,0,0,2,84,9,8,114,220
17,3,166360,0,6,4,2,3,4,0,0,0,30,38,0,0,0,2,27,8,19,36,23
56,3,200235,8,11,2,2,0,4,1,0,0,48,38,0,0,0,2,27,9,8,44,31
32,3,73199,2,8,4,4,3,1,1,0,0,40,29,0,0,0,2,29,3,19,38,57
46,3,269045,1,7,6,6,1,2,1,0,0,40,38,0,0,0,2,31,5,25,37,86
42,3,198341,12,14,2,9,0,1,1,0,1902,55,18,0,-1902,1902,0,34,3,8,48,144
25,3,224203,1,7,2,2,0,3,1,0,0,40,38,0,0,0,2,27,7,8,37,24
46,8,443179,9,13,0,14,1,4,0,0,0,8,38,0,0,0,2,84,8,0,112,218
58,3,322691,9,13,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,45,94
26,3,366219,11,9,2,2,0,2,1,0,1848,60,38,0,-1848,1848,0,27,5,8,47,34
38,3,136137,15,10,2,3,2,4,1,0,0,50,38,0,0,0,2,28,9,10,51,54
36,3,198841,12,14,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,48,51
28,3,94880,15,10,4,2,1,4,1,0,0,43,25,0,0,0,2,27,9,17,51,38
46,3,149388,9,13,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,45,32
23,3,215395,15,10,4,2,1,4,1,0,0,40,38,0,0,0,2,27,9,17,51,38
33,3,194336,11,9,2,3,0,4,1,5178,0,50,38,0,5178,5178,1,28,9,8,47,50
46,3,270565,8,11,2,9,0,4,1,0,0,60,38,0,0,0,2,34,9,8,44,140
40,3,243580,9,13,2,3,0,4,1,0,0,44,38,0,0,0,2,28,9,8,45,48
24,3,270075,9,13,2,0,5,4,0,0,0,50,38,0,0,0,2,26,8,12,45,9
56,3,346033,6,5,0,0,1,4,1,0,0,40,38,0,0,0,2,26,9,0,42,6
41,3,413720,11,9,2,13,5,4,0,0,0,15,38,0,0,0,2,38,8,12,47,204
51,3,310774,14,15,2,9,0,4,1,0,0,50,38,0,0,0,2,34,9,8,50,146
37,3,136028,8,11,2,7,0,4,1,0,0,40,38,0,0,0,2,32,9,8,44,109
62,5,171315,9,13,2,9,0,4,1,0,0,60,38,0,0,0,2,58,9,8,76,141
44,3,367749,3,2,4,6,1,4,0,0,0,40,7,0,0,0,2,31,8,17,39,88
28,8,161290,15,10,4,14,3,2,0,0,0,40,38,0,0,0,2,84,4,19,118,224
44,3,355728,15,10,5,3,1,4,1,0,1980,45,8,0,-1980,1980,0,28,9,21,51,54
35,3,238433,8,11,0,3,4,4,1,0,0,40,38,0,0,0,2,28,9,3,44,47
47,1,138342,1,7,2,13,0,4,1,3411,0,40,7,0,3411,3411,1,24,9,8,16,194
23,3,57898,15,10,4,4,1,4,1,0,0,30,38,0,0,0,2,29,9,17,51,70
47,1,336274,11,9,0,7,1,4,0,0,0,40,38,0,0,0,2,19,8,0,26,112
58,5,204021,11,9,6,3,1,4,1,0,0,50,38,0,0,0,2,53,9,25,78,50
64,8,146272,15,10,2,14,0,4,1,3411,0,15,38,0,3411,3411,1,84,9,8,118,224
52,3,167651,8,11,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,44,31
48,3,358382,11,9,4,7,1,2,1,0,0,52,38,0,0,0,2,32,5,17,47,112
34,3,258170,11,9,0,3,4,4,0,0,0,38,38,0,0,0,2,28,8,3,47,50
54,3,167380,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,47,34
48,3,204629,12,14,2,3,0,4,1,0,0,50,38,0,0,0,2,28,9,8,48,51
20,8,96862,15,10,4,14,3,4,0,0,0,8,38,0,0,0,2,84,8,19,118,224
50,3,245356,15,10,2,3,0,4,1,0,0,50,38,0,0,0,2,28,9,8,51,54
